IdYearly,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (µS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
705,TR12H,10/13/2016,7.4,8.6,23.3,1.2,83,0.3,0.032,0.04,0.82,0.012
706,TR12H,11/10/2016,7.3,9.4,18.8,1.3,72,0.1,0.062,0.03,0.69,0.014
707,TR12H,12/7/2016,7.5,9.3,19.2,0.8,66,0.1,0.073,0.04,0.74,0.007
708,TR12I,1/13/2016,7.6,8.5,18.6,4.2,33868,4.3,0.38,0.06,0.25,0.019
709,TR12I,2/18/2016,7.1,8.4,16.1,1.3,10466,2.3,0.81,0.14,1.1,0.12
710,TR12I,3/11/2016,7.1,8.4,15.9,1.7,15636,1.4,0.62,0.11,0.86,0.054
711,TR12I,4/11/2016,7.4,7.6,22,5.2,5857,1.3,0.37,0.12,1.1,0.049
712,TR12I,5/13/2016,7.2,6.2,25.9,2,13844,1.9,0.62,0.09,0.59,0.039
713,TR12I,6/10/2016,7.1,5.5,28,1.8,15903,2.2,0.82,0.14,0.59,0.071
714,TR12I,7/7/2016,7.4,6.3,27.5,1.9,8602,1,0.37,0.08,0.77,0.031
715,TR12I,8/4/2016,7.5,7.7,25.9,1.5,2603,1,0.15,0.06,0.88,0.017
716,TR12I,9/5/2016,7.4,5,27.6,1.9,17788,1.5,1.2,0.23,0.71,0.084
717,TR12I,10/13/2016,7.9,5.7,25.8,2.1,14755,2.7,0.89,0.15,0.8,0.075
718,TR12I,11/10/2016,7.4,6.5,21.7,7.4,14505,3.2,0.83,0.15,0.67,0.044
719,TR12I,12/7/2016,7.3,6.8,21.3,5,15128,1.8,0.66,0.12,0.67,0.065
720,TR13,1/8/2016,7.1,7.7,19.7,2.4,18917,1.1,0.25,0.09,0.43,0.02
721,TR13,2/20/2016,7.1,8.2,16.4,1.1,12671,4.7,0.3,0.08,0.61,0.032
722,TR13,3/7/2016,7.2,6.9,19.9,0.6,17599,0.9,0.31,0.08,0.47,0.03
723,TR13,4/8/2016,7.4,7.9,23.4,2.8,8909,0.6,0.19,0.08,0.61,0.033
724,TR13,5/6/2016,7.4,6.7,26.6,1.5,17163,0.5,0.18,0.08,0.42,0.022
725,TR13,6/3/2016,7.3,5.5,28.4,14,31436,0.9,0.19,0.09,0.25,0.022
726,TR13,7/8/2016,7.5,6.1,29.4,2.6,20549,0.1,0.19,0.06,0.28,0.012
727,TR13,8/5/2016,7.3,7.2,26.3,1.8,8647,0.3,0.12,0.04,0.86,0.007
728,TR13,9/7/2016,7.5,6.5,26.5,1.4,18052,0.1,0.23,0.06,0.36,0.014
729,TR13,10/7/2016,7.2,7.3,27.1,3,12109,1,0.12,0.05,0.35,0.011
730,TR13,11/7/2016,7.4,7.9,23.7,1.9,7531,0.6,0.12,0.05,0.54,0.016
731,TR13,12/10/2016,7.4,7.3,20.5,2,17165,0.7,0.16,0.07,0.34,0.018
732,TR14,1/8/2016,7.3,9.2,18.1,1.6,1164,0.1,0.041,0.03,0.21,0.004
733,TR14,2/20/2016,7.7,9.9,15.4,0.7,424,0.3,0.053,0.02,0.33,0.002
734,TR14,3/7/2016,7.9,9.3,18.3,1,628,0.3,0.042,0.02,0.23,0.002
735,TR14,4/8/2016,7.7,8.6,22,7,2187,0.1,0.022,0.02,0.19,0.007
736,TR14,5/6/2016,7.2,7.4,24.7,2,9419,0.1,0.051,0.03,0.23,0.002
737,TR14,6/3/2016,7.1,7,27.2,70,22601,0.4,0.12,0.04,0.19,0.003
738,TR14,7/8/2016,7.3,7.1,27.3,3.9,9746,0.1,0.082,0.03,0.32,0.004
739,TR14,8/5/2016,7.4,7.4,27,3.2,1701,0.6,0.092,0.04,0.6,0.003
740,TR14,9/7/2016,7.6,7.9,25.1,3.9,548,0.1,0.082,0.04,0.36,0.005
741,TR14,10/7/2016,7.7,7.9,26,3,1401,0.6,0.046,0.03,0.2,0.003
742,TR14,11/7/2016,7.5,8.7,22.3,1.4,1678,0.1,0.042,0.02,0.24,0.002
743,TR14,12/10/2016,7.4,9.3,18.5,1.7,2390,0.7,0.059,0.03,0.23,0.002
744,TR17,1/11/2016,9.3,9.2,20.2,9.4,561,1.6,0.034,0.19,1.2,0.017
745,TR17,2/15/2016,9.4,10.6,15.1,2.2,237,1.2,0.085,0.23,0.8,0.1
746,TR17,3/3/2016,9.2,10.2,19.8,12,334,25,0.016,0.15,0.68,0.063
747,TR17,4/7/2016,9.1,8.9,26.4,8.3,1150,2.4,0.052,0.08,1.1,0.083
748,TR17,5/12/2016,7.7,8.7,24.7,5.6,1711,3.6,0.17,0.09,0.88,0.006
749,TR17,6/6/2016,7.6,8.3,24.4,7.8,94,2.9,0.023,0.14,0.63,0.014
750,TR17,7/11/2016,7.9,8.2,27.1,3.1,1910,1.6,0.017,0.02,0.62,0.004
751,TR17,8/8/2016,8.1,7.7,28.4,9.4,934,5.5,0.016,0.08,0.65,0.15
752,TR17,9/8/2016,7.3,7.1,26,5.6,969,30,0.021,0.07,0.4,0.002
753,TR17,10/12/2016,7.9,8.6,24.4,3.4,1194,8.4,0.12,0.12,1.1,0.013
754,TR17,11/9/2016,7.4,8.8,21.6,5.2,1033,2.8,0.13,0.06,0.69,0.008
755,TR17,12/5/2016,8.4,9.1,21.6,2.2,284,1.6,0.02,0.03,0.22,0.006
756,TR17L,1/11/2016,8.7,8.5,19.9,12,8819,1.6,0.19,0.11,0.85,0.023
757,TR17L,2/15/2016,8.3,8.4,16.1,3.6,22585,2.3,0.2,0.07,0.57,0.027
758,TR17L,3/3/2016,7.9,7,19.6,2.2,16922,6.3,0.53,0.1,0.61,0.054
759,TR17L,4/7/2016,7.9,7.3,24.3,3,29961,2.3,0.39,0.07,0.43,0.035
760,TR17L,5/12/2016,7.5,7.2,24.6,7.3,4909,0.9,0.47,0.11,0.94,0.026
761,TR17L,6/6/2016,7.5,8.2,24.6,2.4,634,1.7,0.042,0.07,0.55,0.012
762,TR17L,7/11/2016,7.8,6.3,28.2,4,14722,2.5,0.18,0.07,0.55,0.057
763,TR17L,8/8/2016,7.5,6.1,29.5,2.8,19977,2.4,0.13,0.08,0.5,0.015
764,TR17L,9/8/2016,7.2,5.9,27.3,3.7,11026,5.5,0.17,0.09,0.63,0.025
765,TR17L,10/12/2016,7.3,7.3,24.9,2.1,11846,2.5,0.58,0.09,0.67,0.029
766,TR17L,11/9/2016,7.3,7.2,23.8,8.6,26035,3.6,0.42,0.07,0.43,0.023
767,TR17L,12/5/2016,7.5,8.4,22.4,3.4,5239,4.6,0.13,0.06,0.26,0.011
768,TR19,1/11/2016,7.8,9.6,20.1,4.8,975,1.7,0.012,0.08,0.96,0.021
769,TR19,2/15/2016,8.7,11.8,17.2,1.6,406,0.1,0.058,0.04,0.99,0.006
770,TR19,3/3/2016,8.7,10.5,21.8,1.2,428,2.1,0.11,0.08,0.98,0.012
771,TR19,4/7/2016,8.3,11.9,25.8,3,3215,2.7,0.11,0.04,0.67,0.012
772,TR19,5/12/2016,7.8,8.3,26.2,3.4,2063,1,0.13,0.05,0.91,0.022
773,TR19,6/6/2016,7.6,8.1,25,11,71,3.4,0.05,0.16,0.31,0.011
774,TR19,7/11/2016,7.8,8.1,26.6,9.2,641,0.9,0.045,0.05,0.59,0.02
775,TR19,8/8/2016,7.7,9.4,30.1,1.4,1532,0.1,0.021,0.02,0.81,0.011
776,TR19,9/8/2016,7.3,8.7,26,1.8,742,0.8,0.03,0.04,0.93,0.006
777,TR19,10/12/2016,7.8,9,25,1.5,1021,0.6,0.016,0.03,1,0.006
778,TR19,11/9/2016,7.4,9.3,22.2,3,777,0.8,0.081,0.03,0.9,0.022
779,TR19,12/5/2016,7.5,9,22.9,4.1,632,0.8,0.027,0.03,0.48,0.009
780,TR19A,1/11/2016,8.3,9.3,19.9,7,247,1.1,0.045,0.06,0.84,0.011
781,TR19A,2/15/2016,9.4,10.4,16.8,2.2,554,0.1,0.026,0.02,0.99,0.007
782,TR19A,3/3/2016,9.5,9.5,20.6,2.5,239,0.9,0.026,0.02,1,0.006
783,TR19A,4/7/2016,8.8,9.1,25.8,1.8,466,0.7,0.034,0.02,0.89,0.009
784,TR19A,5/12/2016,8.5,8.2,27,4.6,1104,0.7,0.023,0.03,0.92,0.009
785,TR19A,6/6/2016,8.2,8.1,25.2,14,51,3,0.031,0.08,0.28,0.012
786,TR19A,7/11/2016,8.4,8.1,26.8,5.8,141,0.6,0.061,0.04,0.57,0.023
787,TR19A,8/8/2016,7.9,8.6,30.9,1,349,0.2,0.033,0.02,0.99,0.009
788,TR19A,9/8/2016,7.4,8.5,26,2.4,256,0.8,0.027,0.03,1,0.005
789,TR19A,10/12/2016,7.9,8.7,25.4,1.2,430,1,0.016,0.03,1.3,0.009
790,TR19A,11/9/2016,7.5,9.1,22.4,6.3,301,0.7,0.032,0.02,1.3,0.009
791,TR19A,12/5/2016,7.8,9,22.8,5.7,110,0.7,0.012,0.02,0.38,0.006
792,TR19C,1/11/2016,7.9,9.4,19.8,4.6,786,1,0.02,0.05,1,0.009
793,TR19C,2/15/2016,8.9,11,16.8,2.3,422,0.3,0.097,0.04,0.94,0.007
794,TR19C,3/3/2016,9,10.4,21.1,2.4,423,1.5,0.11,0.07,0.93,0.011
795,TR19C,4/7/2016,8.2,10.8,24.7,3.8,3099,1.8,0.1,0.04,0.83,0.012
796,TR19C,5/12/2016,8,8.3,25.7,2.5,2013,0.5,0.091,0.04,0.85,0.008
797,TR19C,6/6/2016,7.8,8.1,25.1,140,72,3.9,0.035,0.12,0.26,0.012
798,TR19C,7/11/2016,8,8,26.4,10,639,1.1,0.044,0.07,0.52,0.036
799,TR19C,8/8/2016,7.6,8.8,29.6,2.1,1483,0.1,0.034,0.02,0.8,0.011
800,TR19C,9/8/2016,7.3,8.4,25.7,2,660,0.6,0.024,0.03,0.97,0.008
801,TR19C,10/12/2016,7.7,8.6,24.6,2,985,0.7,0.017,0.03,1,0.007
802,TR19C,11/9/2016,7.4,9,22.2,3.4,790,0.7,0.075,0.02,0.91,0.015
803,TR19C,12/5/2016,7.4,9,22.7,4.9,605,0.5,0.032,0.02,0.5,0.005
804,TR19I,1/11/2016,8.2,7.7,19.3,5.4,18928,3.8,0.32,0.09,0.55,0.03
805,TR19I,2/15/2016,8.2,9,17,3.5,35244,3.3,0.09,0.09,0.036,0.003
806,TR19I,3/3/2016,7.9,8.1,19.6,2.4,28607,4.4,0.25,0.11,0.42,0.019
807,TR19I,4/7/2016,8.2,8.7,25.7,5.1,27236,3.6,0.17,0.09,0.47,0.029
808,TR19I,5/12/2016,7.5,7.2,25.2,4.4,4582,0.6,0.29,0.06,0.78,0.02
809,TR19I,6/6/2016,7.2,7.2,25.2,59,6188,2.6,0.12,0.09,0.34,0.026
810,TR19I,7/11/2016,7.8,5.4,29.7,5.1,38466,2.9,0.12,0.05,0.19,0.002
811,TR19I,8/8/2016,7.7,6.2,29.7,2,25351,1.2,0.087,0.08,0.26,0.008
812,TR19I,9/8/2016,7.2,5.5,28.1,3.4,24957,1.5,0.2,0.06,0.42,0.016
813,TR19I,10/12/2016,7.4,7.4,25.6,2.8,26625,2.8,0.15,0.03,0.33,0.012
814,TR19I,11/9/2016,7.3,6.3,24.4,10,36307,2.4,0.23,0.05,0.21,0.021
815,TR19I,12/5/2016,7.8,6.8,23.7,1.9,33847,2,0.13,0.03,0.22,0.011
816,TR20B,1/11/2016,8.3,9.1,20,13,474,3.1,0.081,0.08,1.5,0.066
817,TR20B,2/15/2016,10.2,9.5,17.6,0.8,239,0.3,0.05,0.02,1.3,0.017
818,TR20B,3/3/2016,11.4,9.5,18.2,19,861,1.2,0.12,0.03,1.5,0.079
819,TR20B,4/7/2016,9.7,8.7,21.9,1.1,194,0.1,0.067,0.02,1.3,0.019
820,TR20B,5/12/2016,9.4,8.3,24.1,0.9,210,0.5,0.058,0.03,0.89,0.011
821,TR20B,6/6/2016,8.7,8.1,25,77,136,2.2,0.067,0.67,0.51,0.018
822,TR20B,7/11/2016,9.2,7.9,26.4,23,182,1.3,0.049,0.05,0.68,0.012
823,TR20B,8/8/2016,7.6,7.9,26.6,4.3,191,0.2,0.033,0.03,0.84,0.006
824,TR20B,9/8/2016,7.5,8.2,25.3,4.6,142,0.5,0.086,0.03,0.92,0.006
825,TR20B,10/12/2016,8.2,8.3,24.9,3.1,123,0.4,0.034,0.03,0.99,0.004
826,TR20B,11/9/2016,7.5,8.7,23,3.2,133,0.1,0.048,0.02,0.86,0.006
827,TR20B,12/5/2016,7.6,8.6,22.5,0.5,105,0.1,0.007,0.06,0.56,0.002
828,TR23A,1/11/2016,7.4,8.3,19.6,6.5,11653,1.7,0.15,0.06,0.54,0.014
829,TR23A,2/15/2016,8.1,9.3,15.2,0.8,9069,0.6,0.11,0.04,0.5,0.004
830,TR23A,3/3/2016,8.1,8.5,19.1,1.3,14432,0.9,0.14,0.04,0.39,0.007
831,TR23A,4/7/2016,7.7,7,22.1,9.2,30436,2.5,2.5,0.22,0.25,0.02
832,TR23A,5/12/2016,7.5,6.6,23.8,6,7440,7.5,0.9,0.13,0.45,0.018
833,TR23A,6/6/2016,7.6,8,25,39,746,4.6,0.13,0.18,0.29,0.016
834,TR23A,7/11/2016,7.5,6.3,28,5.8,8861,2.9,0.77,0.12,0.35,0.027
835,TR23A,8/8/2016,7.4,5.7,28.1,4.8,14146,2.7,1.3,0.18,0.25,0.01
836,TR23A,9/8/2016,7.3,6.8,26.6,2.6,13331,0.8,0.17,0.04,0.39,0.008
837,TR23A,10/12/2016,7.2,7.2,25.5,1.5,13773,1.1,0.22,0.05,0.42,0.011
838,TR23A,11/9/2016,7.3,6.2,24.6,3.5,16524,2.1,0.83,0.07,0.35,0.015
839,TR23A,12/5/2016,7.3,7.3,23,3.4,12085,1.6,0.49,0.05,0.33,0.013
840,TR23L,1/11/2016,8.6,9.4,19.3,1.5,316,0.5,0.009,0.02,0.3,0.006
841,TR23L,2/15/2016,8.8,10.1,16.6,0.5,305,0.1,0.02,0.02,0.18,0.003
842,TR23L,3/3/2016,8.9,10.1,17.6,1,267,0.4,0.011,0.02,0.35,0.002
843,TR23L,4/7/2016,8.9,8.8,23.3,7.1,503,0.6,0.03,0.15,0.27,0.002
844,TR23L,5/12/2016,8.3,8.7,24,0.5,172,0.2,0.013,0.02,0.26,0.002
845,TR23L,6/6/2016,8.1,8.2,24.3,80,47,1.9,0.015,0.04,0.22,0.005
846,TR23L,7/11/2016,8.4,8.1,26.5,1.3,259,0.1,0.012,0.02,0.17,0.002
847,TR23L,8/8/2016,8.6,7.8,28.3,1,443,0.1,0.016,0.02,0.21,0.002
848,TR23L,9/8/2016,7.3,8.4,25.8,1.3,255,0.4,0.009,0.02,0.21,0.002
849,TR23L,10/12/2016,8.5,8.6,24.1,0.7,352,0.3,0.008,0.02,0.19,0.003
850,TR23L,11/9/2016,7.4,9,21.8,1.2,318,0.6,0.021,0.02,0.16,0.012
851,TR23L,12/5/2016,8.6,9.2,23.1,0.5,304,0.5,0.005,0.02,0.17,0.002
852,TR4,1/8/2016,8,8.4,20.8,4.8,296,1.1,0.14,0.12,0.59,0.013
853,TR4,2/20/2016,7.9,9.6,17.7,1,188,0.8,0.23,0.1,0.81,0.009
854,TR4,3/7/2016,8.1,8.9,20,1.8,242,0.7,0.23,0.08,0.52,0.008
855,TR4,4/8/2016,8.1,8,24.2,3,283,1.5,0.077,0.06,0.58,0.008
856,TR4,5/6/2016,7.9,8.2,27.2,6.2,292,0.6,0.058,0.08,0.61,0.006
857,TR4,6/3/2016,8,7.5,28.8,87,196,0.8,0.096,0.08,0.64,0.009
858,TR4,7/8/2016,7.9,7.7,28.9,6.8,422,0.1,0.098,0.09,0.54,0.005
859,TR4,8/5/2016,8.8,7.6,28.1,4.7,411,0.8,0.047,0.07,0.77,0.006
860,TR4,9/7/2016,7.5,7.6,26.3,4.2,230,0.4,0.068,0.09,0.55,0.005
861,TR4,10/7/2016,8.2,7.7,27.2,4.8,226,1.4,0.029,0.07,0.47,0.005
862,TR4,11/7/2016,7.4,8.3,25.2,2.8,640,0.6,0.16,0.06,0.45,0.006
863,TR4,12/10/2016,7.4,8.9,21.5,4.5,589,1.1,0.12,0.07,0.36,0.004
864,TR6,1/8/2016,7.3,6.8,20.9,3.4,28301,1.7,0.78,0.11,0.3,0.054
865,TR6,2/20/2016,7.2,8.2,16.4,1.5,22215,5.3,0.98,0.22,0.32,0.093
866,TR6,3/7/2016,7.3,5.1,21.5,1.2,18873,3.7,1.6,0.25,0.33,0.12
867,TR6,4/8/2016,7.5,7.3,24.9,16,39941,2,0.13,0.06,0.061,0.01
868,TR6,5/6/2016,7.6,6.2,27.3,3.2,42396,2.4,0.18,0.07,0.12,0.007
869,TR6,6/3/2016,7.6,5.8,31.4,53,23411,6.2,0.42,0.21,0.066,0.034
870,TR6,7/8/2016,7.8,6,31.1,5.6,50754,0.3,0.08,0.13,0.017,0.002
871,TR6,8/5/2016,7.7,7,28.2,4,42379,2.5,0.1,0.08,0.031,0.002
872,TR6,9/7/2016,7.4,5.1,29,3.4,14256,1,1.1,0.11,0.2,0.1
873,TR6,10/7/2016,7.1,5.3,30,5.9,28883,2.2,0.42,0.11,0.23,0.027
874,TR6,11/7/2016,7.3,5.4,27.4,5.3,34123,1.1,0.82,0.1,0.16,0.059
875,TR6,12/10/2016,7.3,5.7,22.4,12,30325,1.2,1.2,0.18,0.21,0.095
876,TSR1,1/15/2016,7.6,8.7,17.2,13,230,24,1.7,0.34,1.2,0.13
877,TSR1,2/24/2016,7.7,9.5,16.7,160,612,70,2.7,1.3,0.66,0.16
878,TSR1,3/16/2016,7.5,4.4,16.7,2,489,10,4.3,0.59,0.71,0.12
879,TSR1,4/18/2016,7.4,5.3,23.3,34,154,50,0.95,0.22,0.17,0.26
880,TSR1,5/19/2016,8,7.4,26.2,2.8,269,4.9,0.9,0.2,0.68,0.12
881,TSR1,6/16/2016,7.3,6.5,28.6,4.6,237,3.4,0.87,0.19,0.85,0.14
882,TSR1,7/15/2016,7.5,6.8,29.6,7.8,250,3.5,0.78,0.18,0.82,0.1
883,TSR1,8/11/2016,7.2,7,27,7.9,219,9.1,0.84,0.16,0.85,0.096
884,TSR1,9/14/2016,7.6,8.8,29,3.2,225,1.4,0.99,0.19,0.74,0.097
885,TSR1,10/17/2016,7.9,3.7,27.1,3.4,305,12,2.3,0.33,0.54,0.16
886,TSR1,11/11/2016,7.4,10.3,20.2,4.4,285,6,1.6,0.28,0.87,0.16
887,TSR1,12/9/2016,7.6,10.4,20.5,10,392,4.8,2,0.32,0.86,0.19
888,TSR2,1/15/2016,7.7,9.7,16.6,50,226,7.6,0.61,0.09,0.74,0.046
889,TSR2,2/24/2016,7.5,6.7,15.4,1.6,34194,1.1,0.57,0.11,0.85,0.012
890,TSR2,3/16/2016,8,11.2,16.9,3.4,684,2.6,0.99,0.14,0.84,0.02
891,TSR2,4/18/2016,7.6,8.9,23,5.6,176,0.8,0.17,0.04,0.66,0.013
892,TSR2,5/19/2016,8.6,9.4,28,3.2,259,1.7,0.25,0.06,0.57,0.016
893,TSR2,6/16/2016,8,8.8,28.8,2.2,111,0.8,0.11,0.06,0.66,0.014
894,TSR2,7/15/2016,8.5,8.8,30.7,1,171,1.1,0.3,0.06,0.53,0.015
895,TSR2,8/11/2016,7.5,8.2,26.5,11,127,4.5,0.1,0.06,0.66,0.021
896,TSR2,9/14/2016,7.7,8.4,28.6,5.6,128,1.2,0.062,0.04,0.57,0.006
897,TSR2,10/17/2016,8.1,9.3,28,4.8,393,1.2,0.35,0.09,0.69,0.023
898,TSR2,11/11/2016,7.4,9.6,19.6,3.5,294,0.8,0.61,0.09,0.63,0.031
899,TSR2,12/9/2016,7.6,9.4,20.7,11,658,1.4,1,0.15,0.65,0.051
900,TW1,1/25/2016,7.6,10.9,10.7,1.4,81,0.7,0.039,0.06,1.1,0.013
901,TW1,2/12/2016,7.8,9,18.5,3.8,96,0.2,0.032,0.07,0.97,0.006
902,TW1,3/10/2016,7.7,9.3,18,2.2,100,1.2,0.045,0.08,1.4,0.01
903,TW1,4/15/2016,7.6,8.5,21.7,3.2,110,0.5,0.027,0.06,1.5,0.006
904,TW1,5/18/2016,7.9,8.2,24.2,1.9,113,0.3,0.013,0.06,0.9,0.003
905,TW1,6/13/2016,7.6,8,25.5,3.6,138,0.9,0.014,0.06,1.6,0.008
906,TW1,7/14/2016,7.7,7.8,26.1,6,123,0.8,0.013,0.08,1.2,0.007
907,TW1,8/10/2016,7.5,8,25.4,4,62,0.6,0.021,0.07,1.7,0.007
908,TW1,9/12/2016,7.5,7.9,26.1,3.4,136,1,0.01,0.05,1.3,0.004
909,TW1,10/14/2016,7.4,7.9,24.5,3.7,118,0.4,0.008,0.08,0.99,0.008
910,TW1,11/14/2016,7.4,8.3,23.4,1.4,113,0.6,0.011,0.06,0.9,0.008
911,TW1,12/8/2016,7.8,8.9,19.4,1,94,0.6,0.005,0.05,0.89,0.003
912,TW2,1/25/2016,7.6,11.1,11.3,1.3,98,1.1,0.2,0.11,1.5,0.046
913,TW2,2/12/2016,7.7,9.3,18.8,4,118,3,0.3,0.17,1.5,0.099
914,TW2,3/10/2016,7.7,9.5,17.6,1.9,121,2.1,0.19,0.13,1.6,0.047
915,TW2,4/15/2016,7.6,8.7,21.7,1.5,128,1,0.14,0.11,1.7,0.037
916,TW2,5/18/2016,7.7,8.6,25.1,0.5,127,0.6,0.048,0.1,1,0.019
917,TW2,6/13/2016,7.6,8.1,26,1.6,148,0.9,0.066,0.07,1.7,0.021
918,TW2,7/14/2016,7.5,8.1,26.5,3.8,134,1,0.074,0.12,1.3,0.021
919,TW2,8/10/2016,7.5,8.1,25.6,3.6,63,0.7,0.049,0.08,1.7,0.019
920,TW2,9/12/2016,7.5,8,27.5,1.8,155,0.6,0.08,0.08,1.4,0.022
921,TW2,10/14/2016,7.4,8.3,25.7,2.7,84,0.6,0.079,0.12,1.1,0.037
922,TW2,11/14/2016,7.4,8.7,24.7,1.1,130,1,0.1,0.09,1.3,0.022
923,TW2,12/8/2016,7.9,9.3,19.8,0.9,108,0.8,0.07,0.09,1.1,0.02
924,TW3,1/25/2016,7.8,11.3,11.1,1.1,120,1.4,0.23,0.13,1.8,0.034
925,TW3,2/12/2016,8.4,9.1,19,1.2,200,0.7,0.071,0.16,2,0.081
926,TW3,3/10/2016,7.6,9,17.6,0.9,125,1.9,0.078,0.16,2.1,0.035
927,TW3,4/15/2016,7.6,8.5,22,1.2,138,0.9,0.055,0.12,2,0.029
928,TW3,5/18/2016,7.5,8.7,25.1,0.6,133,0.4,0.025,0.11,1.2,0.011
929,TW3,6/13/2016,7.5,8,26.3,1.2,165,0.8,0.051,0.1,2.1,0.023
930,TW3,7/14/2016,7.7,7.9,26.7,1.7,142,0.9,0.032,0.11,1.5,0.012
931,TW3,8/10/2016,7.5,7.9,25.7,5.6,123,0.8,0.33,0.2,1.7,0.033
932,TW3,9/12/2016,7.5,8,27.9,1.2,169,1.1,0.093,0.11,1.6,0.015
933,TW3,10/14/2016,7.5,8.3,26,0.5,147,0.5,0.039,0.12,1.6,0.015
934,TW3,11/14/2016,7.4,8.6,24.6,4.1,137,0.6,0.036,0.1,1.6,0.01
935,TW3,12/8/2016,7.7,9.3,20,1,116,0.6,0.13,0.12,1.5,0.014
936,YL1,1/7/2016,7.4,4.1,21.5,25,569,65,9.8,1.5,0.002,0.013
937,YL1,2/1/2016,7.3,8.4,15,28,178,22,2.5,0.77,1.1,0.097
938,YL1,3/2/2016,7.5,7.1,20.3,22,463,49,3.1,1.6,0.002,0.002
939,YL1,4/6/2016,7.3,6.2,26,6.3,303,16,6.5,0.69,0.52,0.17
940,YL1,5/5/2016,7.6,7.9,27,4.8,277,7.5,2.1,0.45,1.1,0.18
941,YL1,6/2/2016,7.3,7.5,30.1,4.4,455,6.5,4.3,1.3,0.78,0.18
942,YL1,7/6/2016,7.4,6.5,26.4,19,178,5.9,1.3,0.48,0.78,0.1
943,YL1,8/3/2016,7.4,7,26.6,35,150,4.1,0.7,0.57,0.54,0.033
944,YL1,9/2/2016,7.5,6.6,28.3,7.8,301,6.3,2.2,0.66,0.88,0.22
945,YL1,10/6/2016,7.7,5.5,28.5,6.2,486,10,6.6,1.2,0.73,0.11
946,YL1,11/3/2016,7.4,7.6,24,11,319,8.1,2.2,0.48,1,0.17
947,YL1,12/2/2016,7.2,5.9,21,6,413,8.6,6.1,0.92,0.65,0.1
948,YL2,1/7/2016,7.3,6.2,24.8,6.9,449,7.2,9.7,3.5,3.3,1.8
949,YL2,2/1/2016,7.1,7.5,17,4.4,211,11,2.5,1.5,2.6,0.9
950,YL2,3/2/2016,7.3,7.2,24.5,21,420,12,7.6,3.4,4.8,1.8
951,YL2,4/6/2016,7.3,5.5,27.5,10,462,12,12,3.5,2.9,0.7
952,YL2,5/5/2016,7.2,4.9,29.2,4.9,448,11,7.6,2.5,1.3,1.8
953,YL2,6/2/2016,7.2,3.7,32,46,524,42,11,3.8,0.004,0.009
954,YL2,7/6/2016,7.4,5.7,27.2,4.5,210,6.4,2,0.34,0.9,0.078
955,YL2,8/3/2016,7.4,6.9,27.3,15,81,3.3,0.77,0.33,0.66,0.035
956,YL2,9/2/2016,7.4,4.9,31.4,4.4,490,8.7,14,2.2,0.32,0.24
957,YL2,10/6/2016,7.5,5.6,31.7,1.6,490,9,13,2.5,0.87,0.45
958,YL2,11/3/2016,7.4,5.4,27.5,11,531,14,21,2.7,0.62,0.66
959,YL2,12/2/2016,7.3,3.5,24.3,13,486,19,19,2.5,0.13,0.19
960,YL3,1/7/2016,7.8,5,21.3,38,777,77,12,1.9,0.002,0.016
961,YL3,2/1/2016,7.7,8.3,15,25,231,19,1.2,0.65,1,0.094
962,YL3,3/2/2016,7.7,5.6,19.5,28,451,52,6.7,1.2,0.002,0.011
963,YL3,4/6/2016,7.3,3.8,23.5,15,455,26,4.2,0.5,0.85,0.35
964,YL3,5/5/2016,7.6,6.3,26.6,15,408,25,2.2,0.47,1.3,0.2
965,YL3,6/2/2016,7.3,2.8,28.9,17,493,35,2.9,0.68,0.01,0.005
966,YL3,7/6/2016,8.1,6.8,26.9,13,146,12,1.6,0.28,0.48,0.08
967,YL3,8/3/2016,7.6,6.1,27.4,14,330,13,1.3,0.55,0.88,0.069
968,YL3,9/2/2016,7.5,3.3,28.3,220,534,20,2.4,0.47,0.44,0.31
969,YL3,10/6/2016,7.7,3.5,28.3,7.6,570,27,4.9,0.89,0.006,0.029
970,YL3,11/3/2016,7.4,4.4,24.3,32,494,28,4.8,0.8,0.01,0.06
971,YL3,12/2/2016,7.4,3.5,21.5,20,704,47,8.6,1,0.15,0.1
972,YL4,1/7/2016,7.7,5,21.3,37,2527,93,6.3,1.3,0.002,0.01
973,YL4,2/1/2016,7.6,8.2,15.2,27,256,33,1.2,0.47,0.79,0.1
974,YL4,3/2/2016,7.4,8,18.8,43,1691,81,5.2,1.2,0.002,0.002
975,YL4,4/6/2016,7.2,3.4,23,34,2159,24,6.8,1.2,0.002,0.015
976,YL4,5/5/2016,7.5,3.8,26.6,58,855,170,3.4,1.3,0.002,0.012
977,YL4,6/2/2016,7.1,2.4,29,30,1247,120,4.3,1.4,0.002,0.008
978,YL4,7/6/2016,8.2,7,26.9,13,142,17,1.9,0.37,0.53,0.091
979,YL4,8/3/2016,7.3,5.6,27.2,28,312,38,0.18,0.64,0.003,0.002
980,YL4,9/2/2016,7.4,2.4,29,15,2250,87,4.9,1.1,0.002,0.012
